child_ID,age,input_words,words_known,sample_size,words_know(regularization),bilingual
458.0,19.0,11875000.0,47.5,398.0,91.4,1
459.0,17.0,10625000.0,83.0,398.0,159.7,1
460.0,17.0,10625000.0,4.0,398.0,7.7,1
461.0,18.0,11250000.0,106.5,398.0,205.0,1
462.0,17.0,10625000.0,6.0,398.0,11.5,1
463.0,17.0,10625000.0,30.0,398.0,57.7,1
464.0,18.0,11250000.0,35.0,398.0,67.4,1
465.0,17.0,10625000.0,4.0,398.0,7.7,1
466.0,18.0,11250000.0,43.5,398.0,83.7,1
467.0,18.0,11250000.0,44.0,398.0,84.7,1
468.0,18.0,11250000.0,23.5,398.0,45.2,1
469.0,16.0,10000000.0,19.0,398.0,36.6,1
470.0,17.0,10625000.0,125.5,398.0,241.5,1
471.0,18.0,11250000.0,25.0,398.0,48.1,1
472.0,18.0,11250000.0,134.5,398.0,258.9,1
401.0,23.0,14375000.0,460.0,547.0,644.2,1
402.0,23.0,14375000.0,13.0,545.0,18.3,1
404.0,24.0,15000000.0,146.0,547.0,204.5,1
406.0,23.0,14375000.0,6.0,547.0,8.4,1
410.0,25.0,15625000.0,190.0,547.0,266.1,1
411.0,23.0,14375000.0,122.0,547.0,170.8,1
412.0,23.0,14375000.0,17.0,547.0,23.8,1
413.0,22.0,13750000.0,80.0,547.0,112.0,1
414.0,22.0,13750000.0,31.0,547.0,43.4,1
418.0,22.0,13750000.0,3.0,547.0,4.2,1
421.0,23.0,14375000.0,331.0,547.0,463.5,1
422.0,24.0,15000000.0,133.0,547.0,186.2,1
423.0,22.0,13750000.0,210.0,547.0,294.1,1
424.0,21.0,13125000.0,62.0,547.0,86.8,1
425.0,21.0,13125000.0,75.0,547.0,105.0,1
426.0,25.0,15625000.0,135.0,547.0,189.0,1
427.0,24.0,15000000.0,104.0,547.0,145.6,1
428.0,25.0,15625000.0,53.0,547.0,74.2,1
429.0,24.0,15000000.0,53.0,547.0,74.2,1
430.0,23.0,14375000.0,66.0,547.0,92.4,1
431.0,24.0,15000000.0,240.0,547.0,336.1,1
432.0,24.0,15000000.0,541.0,547.0,757.6,1
433.0,24.0,15000000.0,40.0,547.0,56.0,1
434.0,24.0,15000000.0,50.0,547.0,70.0,1
437.0,23.0,14375000.0,373.0,547.0,522.3,1
438.0,25.0,15625000.0,29.0,547.0,40.6,1
439.0,24.0,15000000.0,106.0,547.0,148.4,1
442.0,23.0,14375000.0,11.0,547.0,15.4,1
443.0,26.0,16250000.0,27.0,547.0,37.8,1
445.0,23.0,14375000.0,41.0,547.0,57.4,1
446.0,25.0,15625000.0,270.0,547.0,378.1,1
447.0,23.0,14375000.0,96.0,547.0,134.4,1
448.0,23.0,14375000.0,84.0,547.0,117.6,1
451.0,25.0,15625000.0,453.0,547.0,634.4,1
452.0,24.0,15000000.0,64.0,547.0,89.6,1
453.0,23.0,14375000.0,50.0,547.0,70.0,1
454.0,25.0,15625000.0,77.0,547.0,107.8,1
455.0,25.0,15625000.0,378.0,547.0,529.3,1
457.0,24.0,15000000.0,256.0,547.0,358.5,1
458.0,25.0,15625000.0,189.0,547.0,264.7,1
459.0,23.0,14375000.0,317.0,547.0,443.9,1
460.0,23.0,14375000.0,37.0,547.0,51.8,1
461.0,24.0,15000000.0,414.0,545.0,581.9,1
462.0,23.0,14375000.0,263.0,547.0,368.3,1
464.0,24.0,15000000.0,145.0,547.0,203.1,1
465.0,25.0,15625000.0,80.0,547.0,112.0,1
466.0,24.0,15000000.0,238.0,546.0,333.9,1
467.0,24.0,15000000.0,105.0,547.0,147.0,1
468.0,25.0,15625000.0,71.0,547.0,99.4,1
470.0,24.0,15000000.0,383.0,547.0,536.3,1
471.0,24.0,15000000.0,121.0,547.0,169.4,1
401.0,30.0,18750000.0,508.0,546.0,712.7,1
402.0,30.0,18750000.0,83.0,546.0,116.4,1
404.0,31.0,19375000.0,296.0,546.0,415.3,1
405.0,30.0,18750000.0,348.0,546.0,488.2,1
408.0,32.0,20000000.0,118.0,546.0,165.5,1
409.0,29.0,18125000.0,11.0,546.0,15.4,1
411.0,30.0,18750000.0,248.0,546.0,347.9,1
412.0,30.0,18750000.0,47.0,546.0,65.9,1
413.0,28.0,17500000.0,287.0,546.0,402.6,1
414.0,29.0,18125000.0,253.0,546.0,354.9,1
415.0,30.0,18750000.0,186.0,546.0,260.9,1
416.0,31.0,19375000.0,43.0,546.0,60.3,1
418.0,29.0,18125000.0,66.0,546.0,92.6,1
420.0,32.0,20000000.0,388.0,546.0,544.3,1
421.0,29.0,18125000.0,351.0,546.0,492.4,1
422.0,30.0,18750000.0,399.0,546.0,559.8,1
423.0,29.0,18125000.0,200.0,545.0,281.1,1
424.0,28.0,17500000.0,55.0,546.0,77.2,1
426.0,31.0,19375000.0,463.0,546.0,649.6,1
427.0,31.0,19375000.0,408.0,546.0,572.4,1
428.0,32.0,20000000.0,312.0,546.0,437.7,1
429.0,32.0,20000000.0,296.0,546.0,415.3,1
430.0,30.0,18750000.0,136.0,546.0,190.8,1
431.0,30.0,18750000.0,357.0,546.0,500.8,1
432.0,32.0,20000000.0,546.0,546.0,766.0,1
433.0,31.0,19375000.0,31.0,546.0,43.5,1
434.0,31.0,19375000.0,117.0,546.0,164.1,1
437.0,30.0,18750000.0,514.0,546.0,721.1,1
438.0,32.0,20000000.0,5.0,546,7.01465201465201,1
439.0,31.0,19375000.0,419.0,546,587.827838827839,1
440.0,31.0,19375000.0,70.0,546,98.2051282051282,1
441.0,31.0,19375000.0,221.0,546,310.047619047619,1
445.0,30.0,18750000.0,256.0,546,359.150183150183,1
446.0,32.0,20000000.0,462.0,546,648.153846153846,1
447.0,30.0,18750000.0,212.0,546,297.421245421245,1
448.0,30.0,18750000.0,357.0,545,501.765137614679,1
451.0,32.0,20000000.0,524.0,546,735.135531135531,1
453.0,31.0,19375000.0,213.0,546,298.824175824176,1
454.0,31.0,19375000.0,283.0,546,397.029304029304,1
455.0,32.0,20000000.0,454.0,546,636.930402930403,1
456.0,31.0,19375000.0,105.0,546,147.307692307692,1
457.0,31.0,19375000.0,464.0,546,650.959706959707,1
458.0,32.0,20000000.0,269.0,546,377.388278388278,1
459.0,31.0,19375000.0,481.0,546,674.809523809524,1
461.0,32.0,20000000.0,472.0,546,662.18315018315,1
463.0,30.0,18750000.0,83.0,546,116.443223443223,1
465.0,31.0,19375000.0,430.0,546,603.260073260073,1
466.0,32.0,20000000.0,466.0,532,670.96992481203,1
467.0,32.0,20000000.0,438.0,546,614.483516483516,1
470.0,30.0,18750000.0,475.0,546,666.391941391941,1
471.0,31.0,19375000.0,115.0,546,161.336996336996,1
